name,author,narrator,time,releasedate,language,stars,price,ratings
DC Jones and Adventure Command International 2,JimBeard,JohnnyHeller,310,2022-09-02,English,0,469,0
Robatori a la platja,"Mattel,MartaCisaMuñoz-traductor",MiriamMonlleo,27,2022-02-02,catalan,0,115,0
Barbie - Dreamtopia,"Mattel,MartaCisaMuñoz-traductor",MiriamMonlleo,21,2022-01-31,catalan,0,38,0
Barbie - Els superpoders de princesa,"Mattel,MartaCisaMuñoz-traductor",MiriamMonlleo,25,2022-02-02,catalan,0,115,0
Barbie - Pop per a princeses,"Mattel,MartaCisaMuñoz-traductor",MiriamMonlleo,32,2022-02-02,catalan,0,115,0
Limamerirosvojen jäljillä,VeeraVähämaa,Ari-MattiHedman,134,2022-01-27,finnish,0,166,0
Barbie - Buscant les gossetes,"Mattel,MartaCisaMuñoz-traductor",MiriamMonlleo,34,2022-02-02,catalan,0,115,0
Barbie - La porta secreta,"Mattel,MartaCisaMuñoz-traductor",MiriamMonlleo,11,2022-02-02,catalan,0,76,0
Die Hamsterdam-Verschwörung,RalphBennewitz,LarsderVorleser,475,2022-01-02,german,0,166,0
Els Barrufets - Històries dels barrufets,"Peyo,DanielCortésCoronas-traductor",JordiCoromina,149,2022-07-02,catalan,0,192,0
La maison qui ne dormait jamais,OlivierCohen,PaulineDeshons,33,2022-03-02,french,0,452,0
Els Barrufets - Històries de 3 minuts,"Peyo,DanielCortésCoronas-traductor",JordiCoromina,36,2022-07-02,catalan,0,38,0
Wolvenhart,InaDeMan,LaetitiaVandueren,365,2022-03-02,dutch,0,233,0
Circus Maximus Rivals on the Track,AnneliseGray,BronwenPrice,447,2022-03-02,English,0,645,0
PJ Masks - Cursa cap a la Muntanya Misteriosa,"eOne,AnaC.AlcainaPerez-traductor",RogerSerradell,10,2022-07-02,catalan,0,38,0
Super Pigiamini - Pronti all'azione!,"eOne,RaffaellaCasati",StefanPopa,11,2022-03-02,italian,0,36,0
PJ Masks - En Gatnoi i el gran rescat del pastís d’aniversari,"eOne,AnaC.AlcainaPerez-traductor",RogerSerradell,6,2022-07-02,catalan,0,38,0
Anatole Latuile fait son cinéma,"AnneDidier,OlivierMuller",GabrielLedoz,17,2022-03-02,french,0,265,0
The Midnight Thief,SylviaBishop,AnnabelleIndge,247,2022-01-02,English,0,653,0
Suche nach der verborgenen Quelle,"ChenJiatong,UlrikeKöbele-Übersetzer",Michael-CheKoch,405,2022-09-02,german,0,367,0
El misterio del coleccionista de tazos,LuisaVillarLiébana,EstelaBenita,25,2022-04-02,spanish,0,38,0
Los Pitufos - Historias de Pitufos,"Peyo,RaquelLuqueBenitez-traductor",JuanCarlosAlbarracín,145,2022-07-02,spanish,0,192,0
Dando la nota,JordiSierraiFabra,FernandoCea,162,2022-01-02,spanish,0,192,0
Los Pitufos - Historias de 3 minutos,"Peyo,RaquelLuqueBenitez-traductor",JuanCarlosAlbarracín,34,2022-07-02,spanish,0,38,0
"Vacaciones, no gracias",JordiSierraiFabra,AnetaFernández,169,2022-01-02,spanish,0,192,0
A Baker's Guide to Robber Pie,CaitlinSangster,SandyRustin,536,2022-08-02,English,0,820,0
The Counterclockwise Heart,BrianFarrey,KirbyHeyborne,508,2022-01-02,English,0,515,0
Knight Sir Louis and the Dragon of Doooooom!,TheBrothersMcLeod,MylesMcLeod,178,2022-03-02,English,0,227,0
Ferien auf Saltkrokan - Pelle findet einen Wunschstein,"AstridLindgren,ThyraDohrenburg-Übersetzer",UrsulaIllert,22,2022-08-02,german,0,233,0
Bob el Constructor - Perros y gatos,"Mattel,NicolásOluchaSánchez",RogerBerríoReyes,7,2022-01-02,spanish,0,38,0
The Secret of Haven Point,LisetteAuton,LisetteAuton,496,2022-03-02,English,0,410,0
The Mouse Watch in Space,J.J.Gilbert,MacLeodAndrews,266,2022-01-02,English,0,351,0
Freewater,AminaLuqman-Dawson,"CaryHite,SisiAishaJohnson",581,2022-01-02,English,0,500,0
The Book of Stolen Time,DashkaSlater,KevinR.Free,578,2022-02-15,English,0,820,0
The Experiment,KatherineApplegate,AdamVerner,153,2022-01-02,English,0,445,0
The Exposed,KatherineApplegate,EmilyEllet,176,2022-01-02,English,0,445,0
Big Sky Mountain: The Forest Wolves,AlexMilway,PenelopeRawlines,112,2022-03-02,English,0,569,0
The Golem's Eye,JonathanStroud,StevenPacey,576,2007-01-06,English,5,683,7
The Count of Monte Cristo,"BinaOfek-translator,AlexandreDumas",JonathanKis-Lev,164,2011-08-04,hebrew,0,333,0
Howl of the Wind Dragon,TraceyWest,EmilyEllet,47,2021-02-11,English,5,258,1
Pony,R.J.Palacio,"IanM.Hawkins,R.J.Palacio",433,2021-09-28,English,4,615,1
World Champions!,JamesPatterson,AndreaEmmes,277,2021-05-08,English,0,410,0
Minecraft: Mob Squad,DelilahS.Dawson,"JessicaAlmasy,KeylorLeigh,BarrettLeddy,",539,2021-09-28,English,0,1005,0
The Threat,KatherineApplegate,MacLeodAndrews,172,2021-02-11,English,0,445,0
The Tiger's Nest,TrudiTrueit,RamonDeOcampo,377,2021-08-24,English,0,703,0
The Beekeeper Mystery,GertrudeChandlerWarner,AimeeLilly,103,2021-01-10,English,0,234,0
The Shattered Castle,JenniferA.Nielsen,CharlieMcWade,594,2021-10-19,English,0,445,0
Peanut Jones and the Illustrated City: from the creator of Draw with Rob,RobBiddulph,ClaireSkinner,341,2021-02-09,English,0,323,0
Sparrow Rising,JessicaKhoury,"MichaelGallagher,EmilyEiden",491,2021-03-08,English,5,586,1
Shadowghast,ThomasTaylor,MathewHorne,396,2021-10-14,English,0,569,0
The Beatryce Prophecy,KateDiCamillo,FintyWilliams,259,2021-09-28,English,4,1005,1
Brother Wulf,JosephDelaney,ThomasJudd,377,2021-08-19,English,0,615,0
Rise of the World Eater,JamieLittler,JoshuaMcGuire,592,2021-09-30,English,0,615,0
The Unadoptables,HanaTooke,GemmaWhelan,567,2020-07-23,English,5,615,1
Barbie - Equip d'espies,"Mattel,MartaCisaMuñoz-traductor",MiriamMonlleo,19,2022-01-31,catalan,0,38,0
The Mapmakers,TamzinMerchant,TamzinMerchant,492,2022-02-17,English,0,410,0
The Professor and the Puzzle,CarolynKeene,JorjeanaMarie,221,2017-01-09,English,5,305,7
The Paper Dolls,"JuliaDonaldson,RebeccaCobb",LaurenLaverne,11,2013-10-22,English,0,323,0
"The 39 Clues, Book 5",PatrickCarman,DavidPittu,240,2009-11-08,English,5,468,8
Scorpia,AnthonyHorowitz,OliverChris,506,2020-01-30,English,4.5,645,2
A Con Artist in Paris,FranklinW.Dixon,TimGregory,180,2017-05-09,English,4.5,305,4
Tunnel of Bones,VictoriaSchwab,RebaBuhr,305,2019-03-09,English,4.5,492,8
The 13-Storey Treehouse,AndyGriffiths,StigWemyss,96,2017-10-05,English,5,323,1
"The 39 Clues, Book 9",LindaSuePark,DavidPittu,285,2010-05-24,English,5,469,7
Kid Normal and the Rogue Heroes,"ChrisSmith,GregJames","ChrisSmith,GregJames",378,2018-06-12,English,5,569,5
Shine of the Silver Dragon,TraceyWest,EmilyEllet,46,2020-07-07,English,0,164,0
Treasure of the Gold Dragon,TraceyWest,EmilyEllet,45,2020-04-08,English,4,164,1
The Jungle Book,RudyardKipling,GreatAmericanAudioStudioTalent,211,2008-02-09,English,0,501,0
"The 1,000-Year-Old Boy",RossWelford,"ChrisCoxon,LukeJohnson",444,2018-11-01,English,4.5,322,11
Strangers on a Train,CarolynKeene,JorjeanaMarie,199,2014-12-28,English,4.5,305,17
Darkstalker,TuiT.Sutherland,ShannonMcManus,590,2016-01-07,English,5,656,11
Peter Rabbit 2,Puffin,EmiliaFox,208,2020-01-23,English,0,615,0
Dinosaurs Before Dark,MaryPopeOsborne,MaryPopeOsborne,41,2006-08-22,English,5,301,1
The Outcast,KathrynLasky,PamelaGarelick,291,2009-02-20,English,0,468,0
Wave of the Sea Dragon,TraceyWest,EmilyEllet,47,2021-07-20,English,0,164,0
Escape from Aurora,JamieLittler,JoshuaMcGuire,537,2020-01-10,English,0,615,0
The Monkey King,ShobhaViswanath,SaeedJaffrey,27,2020-06-03,English,5,284,4
Getting Granny’s Glasses,RuskinBond,RuskinBond,19,2019-11-29,English,4,200,4
Where the Red Fern Grows,WilsonRawls,AnthonyHeald,416,2003-10-24,English,4.5,1005,7
"The 39 Clues, Book 10",MargaretPetersonHaddix,DavidPittu,428,2010-09-23,English,5,469,7
Future of the Time Dragon,TraceyWest,EmilyEllet,48,2021-02-03,English,0,164,0
Field Trip Fiasco,JamesPatterson,MichaelCrouch,225,2021-04-02,English,0,615,0
"Captain Underpants and the Big, Bad Battle of the Bionic Booger Boy, Part 2",DavPilkey,"LenForgione,BenD'Amico,I’keMitchell",83,2020-03-11,English,4,258,1
The Carpet People,TerryPratchett,DavidTennant,302,2021-04-22,English,5,615,1
Clash at Fatal Fields,DevinHunter,RamondeOcampo,133,2018-08-28,English,5,585,1
Deception on the Set,FranklinW.Dixon,TimGregory,161,2016-05-23,English,5,305,4
The Tale of Tom Kitten,BeatrixPotter,JoanWalker,5,2018-08-03,English,0,93,0
"20.000 Leguas de viaje submarino [20,000 Leagues Under the Sea]",JulioVerne,"AdolfoDuncan,AldoLumbía,MiguelDurán,",94,2013-03-22,spanish,0,397,0
Dungeons & Detectives,FranklinW.Dixon,TimGregory,309,2019-10-22,English,0,305,0
A Script for Danger,CarolynKeene,JorjeanaMarie,176,2015-09-22,English,4.5,305,5
The Battle of Bayport,FranklinW.Dixon,TimGregory,210,2016-07-03,English,5,305,6
Capitaine,MadamedeNanteuil,EmmanuelleLemée,482,2022-12-01,french,0,225,0
Iron Man - Rymdfantomernas invasion!,Marvel,BenjaminHagberg,63,2022-11-01,swedish,0,65,0
City of Ghosts - Im Reich der vergessenen Geister,VictoriaSchwab,Carolin-ThereseWolff,317,2022-10-01,german,0,501,0
Ariana y Arcana,AlejandroKhan,MartaAlmazán,56,2022-11-01,spanish,0,76,0
La aventura de Amunet,AlejandroKhan,MartaAlmazán,44,2022-11-01,spanish,0,76,0
Amigos de verdad,AlejandroKhan,MartaAlmazán,29,2022-11-01,spanish,0,76,0
"Pan, nuestro hermano del bosque",AlejandroKhan,MartaAlmazán,51,2022-11-01,spanish,0,76,0
PJ Masks - Vet aquí els Mini Llops!,"eOne,AnaC.AlcainaPerez",RogerSerradell,11,2022-07-01,catalan,0,38,0
Ufo in Seenot,UlfBlanck,OliverRohrbeck,109,2022-12-01,german,0,233,0
The Chromatics Camp at The Musical Mountain,JulieKirchhubel,DanielSmerdon,165,2022-03-01,English,0,469,0
Attack of the Shadow-Crafters,MarkCheverton,NickWalther,389,2021-12-28,English,0,703,0
Не буду просить прощения,СофьяЛеонидовнаПрокофьева,ЛюбовьПоволоцкая,45,2021-12-30,russian,0,99,0
Ritter Klapperschwert und die große Freundschaft,Hans-PeterHain,Hans-PeterHain,41,2021-12-30,german,0,166,0
H@Ck - Het instituut,MirjamMous,"JipvandenDool,LidewijMahler",593,2021-12-29,dutch,0,502,0
Маленький лорд Фаунтлерой,ФренсисЭлизаБёрнетт,ЛюбовьПоволоцкая,414,2021-12-30,russian,0,99,0
Głupi Funio,JerzyA.Wlazło,GabrielaJaskuła,98,2021-12-22,polish,0,267,0
Un problema con alas,"PedroMañas,DavidSierraListón",ElenaSilva,63,2022-03-01,spanish,0,384,0
Die Meckerpause,AnnemarieNorden,CathrinBürger,55,2021-12-23,german,0,233,0
El Club de la Luna Llena,"PedroMañas,DavidSierraListón",ElenaSilva,71,2022-03-01,spanish,0,384,0
Spider-Man - En samling berättelser,"Marvel,CamillaDunér",BenjaminHagberg,60,2021-12-17,swedish,0,65,0
Enigma en el puente del naranjo,MaríaMenéndez-Ponte,HelenaOvalle,285,2021-12-20,spanish,0,268,0
Penny Berry y la cripta de los olvidados,LluísPrats,ArantxadeSarabia,392,2021-12-20,spanish,0,307,0
Penny Berry y la pócima mágica,LluísPrats,ArantxadeSarabia,461,2021-12-20,spanish,0,307,0
La casa embrujada,MaríaMenéndez-Ponte,HelenaOvalle,286,2021-12-20,spanish,0,268,0
Lady och Lufsen,"Disney,Ann-SofiJoskitt",LisaAhnlund,157,2021-12-15,swedish,0,166,0
Тишина на задней парте!,"АлександрЦыпкин,АллаЛихачёва,АлександрЕгоров,","ЕленаДельвер,ИгорьСергеев,МаксимСергеев,",185,2021-12-23,russian,0,200,0
James und die fischige Fracht / Hiro und die widerspenstigen Waggons,BurkardMiltenberger,MontyArnold,10,2021-12-14,german,0,65,0
Avengers - God Jul!,"Marvel,MariaNilsson",JohnLalér,6,2021-12-20,swedish,0,32,0
En busca del señor T,BeatrizBerrocal,CarlosQuintero,199,2021-12-15,spanish,0,153,0
Avengers - TRE spektakulära äventyr!,"Marvel,HannaGraf,IdaJohansson",BenjaminHagberg,155,2021-12-21,swedish,0,166,0
Captain America och morgondagens armé!,Marvel,BenjaminHagberg,64,2021-12-21,swedish,0,65,0
Superhjältarna,"Disney,IdaJohansson",BenjaminHagberg,147,2021-12-21,swedish,0,166,0
Лесные истории,ЭдуардШим,МаксимСергеев,50,2021-12-22,russian,0,99,0
Spider-Man - Kortslutning,Marvel,SebastianKarlsson,5,2021-12-21,swedish,0,32,0
Перчатки Ариадны,АннаЛетягина,ЕленаДельвер,244,2021-12-23,russian,0,200,0
The Far-Finding Ring,A.M.Luzzader,JenniferJillAraya,268,2021-12-21,English,0,469,0
When the War Came Home,LesleyParr,MayaGrant,320,2022-06-01,English,0,493,0
Modig - Meridas önskan,"Disney,OskarBlomberg",MalinLybeck,69,2021-08-12,swedish,0,65,0
Il viaggio leggendario di Erick e Dominick,DinsiemE,DinsiemE,179,2021-12-14,italian,0,267,0
Doctor Strange - Vejen til viden,"Marvel,BrianIskov",MathiasKlenske,6,2021-09-12,danish,0,32,0
Pyjamasheltene - Kattedreng og den store fødselsdagskageredning,"eOne,TineS.Norbøll",MathiasKlenske,7,2021-09-12,danish,0,32,0
Pyjamasheltene redder dagen!,"eOne,TineS.Norbøll",MathiasKlenske,34,2021-09-12,danish,0,99,0
The Great Zombie Invasion,MarkCheverton,NickWalther,350,2021-12-14,English,0,703,0
The Buried Crown,AllySherrick,CharlotteStrevens,443,2022-01-01,English,0,733,0
The Wishing Star & The North Pole Picnic,EmmaBeswetherick,HayleyWareham,118,2022-01-01,English,0,573,0
Cora y los Corales,DagmardeMendieta,MercèMontalà,14,2021-02-12,spanish,0,65,0
Fortidens skygger,KennethBøghAndersen,KennethBøghAndersen,188,2021-03-12,danish,0,434,0
Racconti dall'India,MarinaIuele,MarinaIuele,142,2021-11-30,italian,0,228,0
Piratbarn har ikke længere brug for sin sut,AnnetteHerzog,MartinJohs.Møller,7,2022-01-13,danish,0,32,0
Alpaca My Bags,JennyGoebel,SuzyJackson,385,2021-07-12,English,0,703,0
L'île du mage,RémiFaure,Louane,284,2021-12-22,french,0,263,0
Speedy,ColinThiele,AnnaSteen,101,2022-01-01,English,0,531,0
The Santa List,KieranCrowley,JohnCormack,182,2021-01-12,English,0,600,0
Paradise Pirates retten Captain Scratch,JaySpencer,StefanKaminski,126,2022-12-01,german,0,300,0
Loca por Hugo,"FedericoMoccia,RobSimeoni-traductor",LauraMonedero,137,2021-11-25,spanish,0,384,0
Ninja Niller - Blodets Bånd: Del 4,RuneFleischer,IbenHaaest,4,2021-11-23,danish,0,32,0
Marvel - Den stora sagosamlingen,"Marvel,PetterMattsson",SebastianKarlsson,101,2021-11-25,swedish,0,99,0
Bilar 3,"Disney,NilsWadström",BenjaminHagberg,186,2021-11-25,swedish,0,166,0
Falcon - Fäkta eller flyga,Marvel,SebastianKarlsson,49,2021-11-25,swedish,0,65,0
Barbie - Aventura en el espacio,"Mattel,NicolásOluchaSánchez",BeatrizOlcina,12,2021-11-29,spanish,0,38,0
El misterio de la virgulina inmortal,"RobertoSantiago,ÁngelaArmero",IreneMirasGuillén,366,2021-11-23,spanish,0,384,0
Ein Mädchen namens Owl,AmyWilson,MarionvonStengel,433,2021-11-18,german,0,535,0
Antigua de Fortune of the High Seas,"OliHyatt,AnnaRainbow",KateMalyon,440,2021-11-17,English,0,968,0
The Smidgens,DavidO'Connell,CharlotteStrevens,205,2021-11-17,English,0,854,0
Revolució a la botiga d'animals,"AnaJuan,LaraEstany-traductor",CarmeAmbrós,9,2021-11-18,catalan,0,384,0
Te regalo el mundo,"CarmenSaldaña-ilustrador,StaceyMcCleary",MireiaMaymíiJosa,3,2021-11-18,spanish,0,384,0
Et regalo el món,"CarmenSaldaña-ilustrador,StaceyMcCleary",MireiaMaymíiJosa,3,2021-11-18,catalan,0,384,0
Revolución en la tienda de animales,AnaJuan,CarmeAmbrós,9,2021-11-18,spanish,0,384,0
Ribblestrop Forever!,AndyMulligan,TomHollander,571,2022-04-01,English,0,569,0
"Это грузовик, а это прицеп",АнастасияОрлова,АнатолийБелый,49,2021-11-17,russian,0,65,0
Страна Хороших Девочек,АннаСтаробинец,ЮлияЯблонская,93,2021-11-16,russian,0,99,0
Записки институтки,ЛидияЧарская,НатальяРычкова,300,2021-11-22,russian,0,99,0
Синичкин календарь,ВиталийБианки,МаринаТитова,46,2021-11-17,russian,0,132,0
Новые правила поведения для воспитанных детей,"ГалинаПетровнаШалаева,О.М.Журавлева",ЛюбовьПоволоцкая,77,2021-11-16,russian,0,166,0
Поллианна,ЭлионорПортер,ГригорийЕлисеев,133,2021-11-18,russian,0,166,0
Психология окружающего мира. Дуня и кот Кисель на конюшне,"ЛарисаСуркова,ОльгаТолкачева",КсенияБржезовская,77,2021-11-17,russian,0,233,0
Тринадцатый подвиг Геракла. Рассказы о Чике (Сборник),ФазильИскандер,ИгорьКнязев,697,2021-11-16,russian,0,468,0
Единорог для круглой принцессы,КоллективАвторов,МаринаТитова,150,2021-11-17,russian,0,166,0
Четыре желания,КонстантинУшинский,ЮрийЛазарев,46,2021-11-17,russian,0,132,0
Нектар для души. Вдохновляющие истории для детей 7-10 лет,"МаринаВладимова,ФаридаКривушенкова","СеменМендельсон,ЕленаДельвер",272,2021-11-16,russian,0,166,0
"Ага, попался!","КатяМатюшкина,КатяОковитая","СеменМендельсон,ЕленаХрусталева",141,2021-11-18,russian,0,99,0
Васюткино озеро. Рассказы для детей,ВикторАстафьев,КонстантинКорольков,440,2021-11-16,russian,0,200,0
Das Feuer,"ShannonMessenger,DorisAttwood",DavidNathan,1014,2021-11-30,german,0,468,0
Familie Maulwurf auf der Flucht,SebastianEder,BrigitteCarlsen,140,2021-12-15,german,0,367,0
Die Spiegelspringer - Im Bann der Geschichten,MonaHerbst,HannahSchepmann,398,2021-11-26,german,0,334,0
The Attack,KatherineApplegate,MacLeodAndrews,182,2022-04-01,English,0,445,0
Symbiosis,NicStone,AnikaNoniRose,341,2022-04-01,English,0,656,0
Stella und der Mondscheinvogel,"CatherineFisher,UlrikeKöbele-Übersetzer",UveTeschner,250,2021-11-24,german,0,401,0
Saids Schicksale,WilhelmHauff,AndreasJeßing,101,2021-12-16,german,0,267,0
Surviving Jamestown,GailLangerKarwoski,AndrewFallaize,373,2022-11-01,English,0,866,0
¡Sálvese quien pueda!,JordiSierraiFabra,AnetaFernández,167,2021-01-12,spanish,0,192,0
Cuentos locos para niños inteligentes,JordiSierraiFabra,RamónRomero,127,2021-01-12,spanish,0,192,0
Wednesday: The Forest of Secrets,RalphLazar,"RiverDeFilippis,ChristineMarshall,LanceRogerAxt",61,2021-12-16,English,0,445,0
Ronan Boyle into the Strangeplace,ThomasLennon,ThomasLennon,333,2021-11-16,English,0,703,0
Girl Giant and the Jade War,VanHoang,KimMaiGuest,529,2021-07-12,English,0,1256,0
Kidnapped Colt,TerriFarley,NatalieBudig,242,2021-12-14,English,0,398,0
Cómo como,EmiliTeixidor,NuriaSamsó,10,2020-08-18,spanish,0,32,0
Der Zeitring,StefanieSieland,JohannesThielen,124,2021-09-12,german,0,334,0
Ivy & Bean Bound to Be Bad (Book 5),AnnieBarrows,HallieRicardo,73,2022-04-01,English,0,500,0
Ivy & Bean Take Care of the Babysitter (Book 4),AnnieBarrows,HallieRicardo,71,2022-04-01,English,0,500,0
Ivy & Bean Break the Fossil Record (Book 3),AnnieBarrows,HallieRicardo,68,2022-04-01,English,0,500,0
Moonrise,TerriFarley,NatalieBudig,207,2021-11-23,English,0,398,0
Vega Jane and the End of Time,DavidBaldacci,KatySobey,551,2022-06-01,English,0,323,0
The Suspicion,KatherineApplegate,SisiAishaJohnson,187,2021-07-12,English,0,586,0
The Pretender,KatherineApplegate,MichaelCrouch,203,2021-07-12,English,0,492,0
Hide and Geek,T.P.Jagger,DaniceCabanela,407,2022-04-01,English,0,1005,0
Sunlight on the Snow Leopard,MaryPopeOsborne,MaryPopeOsborne,60,2022-04-01,English,0,402,0
Me and My Little Brain,JohnD.Fitzgerald,JasonCulp,224,2021-07-12,English,0,754,0
Coraline,NeilGaiman,RobertoPompili,230,2018-08-22,italian,0,420,0
The Van Gogh Deception,DeronHicks,P.J.Ochlan,430,2020-09-29,English,0,586,0
Moon Rising,TuiT.Sutherland,ShannonMcManus,450,2016-08-29,English,5,575,6
Abenteuer-Ferien bei Opa Balduin,"NorbertKlotz,MelanieKlotz",AlexBolte,80,2021-12-11,german,0,233,0
Hello Kitty - La aventura animal,"Sanrio,NeusCasanovaVico",EvaAndrés,36,2021-10-11,spanish,0,38,0
Hello Kitty - La estrella de televisión,"Sanrio,NeusCasanovaVico",EvaAndrés,39,2021-10-11,spanish,0,38,0
Hello Kitty - Vacaciones en la playa,"Sanrio,NeusCasanovaVico",EvaAndrés,37,2021-10-11,spanish,0,38,0
Hello Kitty - El misterio de la madalena,"Sanrio,NeusCasanovaVico",EvaAndrés,37,2021-10-11,spanish,0,38,0
Hello Kitty - La búsqueda del tesoro,"Sanrio,NeusCasanovaVico",EvaAndrés,41,2021-10-11,spanish,0,76,0
Hello Kitty - Sesión de belleza,"Sanrio,NeusCasanovaVico",EvaAndrés,33,2021-10-11,spanish,0,38,0
Ravenburcht,InaDeMan,LaetitiaVandueren,327,2021-10-11,dutch,0,233,0
